Fecha,TMAX,TMIN,Prec,TMEDIA,TMAX_Media_Ens,TMIN_Media_Ens,TMEDIA_Media_Ens,Prec_Media_Ens,TMAX_P10,TMAX_P50,TMAX_P90,TMIN_P10,TMIN_P50,TMIN_P90,TMEDIA_P10,TMEDIA_P50,TMEDIA_P90,Prec_P10,Prec_P50,Prec_P90,Prob_Prec_ge_1mm,Prob_Prec_ge_5mm,Prob_Prec_ge_10mm,Prob_Prec_ge_30mm,GD_Tb2,Fuente,TipoDato,CalidadDato,N_miembros,Latitud_grilla,Longitud_grilla,Elevacion_grilla_m,Emision_UTC
2026-09-09,19.200,6.200,0.000,12.117,19.249,6.302,12.119,0.167,18.300,19.200,20.600,5.700,6.200,7.000,11.679,12.117,12.675,0.000,0.000,0.600,1.961,0.000,0.000,0.000,10.117,ECMWF_IFS_ENS_025,Pronostico,Mediana_ensamble_P50,51,-38.500,-60.250,116.000,2026-09-09T14:44:48+00:00
2026-09-10,18.100,3.800,0.000,10.463,18.096,3.884,10.503,0.139,17.500,18.100,18.700,2.900,3.800,5.000,10.104,10.463,10.904,0.000,0.000,0.000,3.922,0.000,0.000,0.000,8.463,ECMWF_IFS_ENS_025,Pronostico,Mediana_ensamble_P50,51,-38.500,-60.250,116.000,2026-09-09T14:44:48+00:00
2026-09-11,14.100,5.300,1.400,8.467,13.880,5.306,8.604,2.722,11.800,14.100,15.600,4.400,5.300,6.200,7.725,8.467,9.633,0.000,1.400,6.200,66.667,11.765,7.843,0.000,6.467,ECMWF_IFS_ENS_025,Pronostico,Mediana_ensamble_P50,51,-38.500,-60.250,116.000,2026-09-09T14:44:48+00:00
2026-09-12,7.400,3.300,0.800,5.417,7.331,3.114,5.580,1.231,6.300,7.400,8.300,1.600,3.300,4.300,4.879,5.417,6.438,0.000,0.800,2.500,43.137,3.922,0.000,0.000,3.417,ECMWF_IFS_ENS_025,Pronostico,Mediana_ensamble_P50,51,-38.500,-60.250,116.000,2026-09-09T14:44:48+00:00
2026-09-13,11.200,0.200,0.000,5.567,11.257,0.471,5.708,0.000,9.700,11.200,13.300,-1.200,0.200,2.500,4.879,5.567,7.083,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.567,ECMWF_IFS_ENS_025,Pronostico,Mediana_ensamble_P50,51,-38.500,-60.250,116.000,2026-09-09T14:44:48+00:00
2026-09-14,14.800,2.900,0.000,8.263,14.924,3.155,8.419,0.147,13.700,14.800,16.600,1.300,2.900,5.700,6.896,8.263,10.621,0.000,0.000,0.200,5.882,0.000,0.000,0.000,6.263,ECMWF_IFS_ENS_025,Pronostico,Mediana_ensamble_P50,51,-38.500,-60.250,116.000,2026-09-09T14:44:48+00:00
2026-09-15,13.100,3.500,0.000,7.721,12.963,3.771,8.222,0.235,9.100,13.100,17.100,1.700,3.500,6.600,6.367,7.721,10.783,0.000,0.000,0.600,9.804,0.000,0.000,0.000,5.721,ECMWF_IFS_ENS_025,Pronostico,Mediana_ensamble_P50,51,-38.500,-60.250,116.000,2026-09-09T14:44:48+00:00
